state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OXXOOX..X,OXXOO...X,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOOOX.X,OXXOO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOOXXOX,OXXOO.XOX,O,9,1.0000000000,0.0000000000,0.0000000000
OXXOO.XOX,OXXOO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXOO.X.X,OXXOO...X,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOOO.XX,OXXOO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOO.OXX,OXXOO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOO..XX,OXXOO...X,O,7,0.0000000000,1.0000000000,0.0000000000
OXXOO...X,OXXO....X,X,6,0.5000000000,0.5000000000,0.0000000000
OXXOXOO.X,OXXOXO..X,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOXOXOX,OXXOXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OXXOXO.OX,OXXOXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXOXO..X,OXXO.O..X,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO.OXOX,OXXO.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXO.OX.X,OXXO.O..X,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO.OOXX,OXXO.O.XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXO.O.XX,OXXO.O..X,O,7,0.0000000000,1.0000000000,0.0000000000
OXXO.O..X,OXXO....X,X,6,0.3333333333,0.6666666667,0.0000000000
OXXO..O.X,OXXO....X,X,6,0.0000000000,1.0000000000,0.0000000000
OXXOX.OOX,OXXOX..OX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOX..OX,OXXO...OX,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO.X.OX,OXXO...OX,O,7,1.0000000000,0.0000000000,0.0000000000
OXXO..XOX,OXXO...OX,O,7,1.0000000000,0.0000000000,0.0000000000
OXXO...OX,OXXO....X,X,6,0.8333333333,0.1666666667,0.0000000000
OXXO....X,OX.O....X,O,5,0.4166666667,0.5833333333,0.0000000000
OX.OXOXOX,OX.OXOX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OX.OXOX.X,OX.OXO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXO.XX,OX.OXO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXO..X,OX.OX...X,X,6,0.8333333333,0.1666666667,0.0000000000
OX.OX.O.X,OX.OX...X,X,6,0.0000000000,1.0000000000,0.0000000000
OX.OXXOOX,OX.OXX.OX,X,8,0.0000000000,1.0000000000,0.0000000000
OX.OXX.OX,OX.OX..OX,O,7,0.0000000000,0.5000000000,0.5000000000
OX.OX.XOX,OX.OX..OX,O,7,0.5000000000,0.0000000000,0.5000000000
OX.OX..OX,OX.OX...X,X,6,0.3333333333,0.3333333333,0.3333333333
OX.OX...X,OX.O....X,O,5,0.4166666667,0.4166666667,0.1666666667
OX.OOXXOX,OX.OOXX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OX.OOXX.X,OX.OOX..X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OOXOXX,OX.OOX.XX,X,8,0.0000000000,1.0000000000,0.0000000000
OX.OOX.XX,OX.OOX..X,O,7,0.5000000000,0.5000000000,0.0000000000
OX.OOX..X,OX.O.X..X,X,6,0.8333333333,0.1666666667,0.0000000000
OX.O.XO.X,OX.O.X..X,X,6,0.0000000000,1.0000000000,0.0000000000
OX.O.XXOX,OX.O.X.OX,O,7,0.5000000000,0.0000000000,0.5000000000
OX.O.X.OX,OX.O.X..X,X,6,0.5000000000,0.1666666667,0.3333333333
OX.O.X..X,OX.O....X,O,5,0.4166666667,0.4166666667,0.1666666667
OX.OO.XXX,OX.OO.X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OO.X.X,OX.O..X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OX.O.OXXX,OX.O.OX.X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.O.OX.X,OX.O..X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OX.O..XOX,OX.O..X.X,X,6,0.6666666667,0.0000000000,0.3333333333
OX.O..X.X,OX.O....X,O,5,0.7500000000,0.0833333333,0.1666666667
OX.OO..XX,OX.O...XX,X,6,0.5000000000,0.5000000000,0.0000000000
OX.O.O.XX,OX.O...XX,X,6,0.6666666667,0.3333333333,0.0000000000
OX.O..OXX,OX.O...XX,X,6,0.0000000000,1.0000000000,0.0000000000
OX.O...XX,OX.O....X,O,5,0.5000000000,0.5000000000,0.0000000000
OX.O....X,OX......X,X,4,0.5000000000,0.4000000000,0.1000000000
OXXXOOOXX,OXXXOOO.X,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOOO.X,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOOXOX,OXXXOO.OX,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOO.OX,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO..X,OXX.OO..X,O,7,0.0000000000,0.0000000000,1.0000000000
OXX.OOXOX,OXX.OOX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.OOX.X,OXX.OO..X,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.OOOXX,OXX.OO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.OO.XX,OXX.OO..X,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.OO..X,OXX.O...X,X,6,0.0000000000,0.3333333333,0.6666666667
OXXXOXOOX,OXXXO.OOX,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXO.OOX,OXXXO.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXO.O.X,OXX.O.O.X,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.OXO.X,OXX.O.O.X,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.O.OXX,OXX.O.O.X,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.O.O.X,OXX.O...X,X,6,0.5000000000,0.1666666667,0.3333333333
OXXXO..OX,OXX.O..OX,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.OX.OX,OXX.O..OX,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.O.XOX,OXX.O..OX,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.O..OX,OXX.O...X,X,6,0.6666666667,0.0000000000,0.3333333333
OXX.O...X,OX..O...X,O,5,0.4166666667,0.2500000000,0.3333333333
OX.XOOXOX,OX.XOOX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XOOX.X,OX.XOO..X,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XOOOXX,OX.XOO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XOO.XX,OX.XOO..X,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XOO..X,OX.XO...X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XOXOOX,OX.XOXO.X,X,8,1.0000000000,0.0000000000,0.0000000000
OX.XOXO.X,OX.XO.O.X,O,7,0.5000000000,0.5000000000,0.0000000000
OX.XO.OXX,OX.XO.O.X,O,7,0.0000000000,0.5000000000,0.5000000000
OX.XO.O.X,OX.XO...X,X,6,0.3333333333,0.3333333333,0.3333333333
OX.XOX.OX,OX.XO..OX,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XO.XOX,OX.XO..OX,O,7,0.0000000000,0.0000000000,1.0000000000
OX.XO..OX,OX.XO...X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XO...X,OX..O...X,O,5,0.3333333333,0.1666666667,0.5000000000
OX..OXOXX,OX..OXO.X,O,7,0.0000000000,1.0000000000,0.0000000000
OX..OXO.X,OX..OX..X,X,6,0.5000000000,0.5000000000,0.0000000000
OX..OXXOX,OX..OX.OX,O,7,0.5000000000,0.0000000000,0.5000000000
OX..OX.OX,OX..OX..X,X,6,0.6666666667,0.0000000000,0.3333333333
OX..OX..X,OX..O...X,O,5,0.5833333333,0.2500000000,0.1666666667
OX..OOXXX,OX..OOX.X,O,7,1.0000000000,0.0000000000,0.0000000000
OX..OOX.X,OX..O.X.X,X,6,0.5000000000,0.1666666667,0.3333333333
OX..O.XOX,OX..O.X.X,X,6,0.3333333333,0.0000000000,0.6666666667
OX..O.X.X,OX..O...X,O,5,0.5833333333,0.0833333333,0.3333333333
OX..OO.XX,OX..O..XX,X,6,0.5000000000,0.1666666667,0.3333333333
OX..O.OXX,OX..O..XX,X,6,0.0000000000,0.6666666667,0.3333333333
OX..O..XX,OX..O...X,O,5,0.4166666667,0.4166666667,0.1666666667
OX..O...X,OX......X,X,4,0.4666666667,0.2333333333,0.3000000000
OXXXXOOOX,OXXX.OOOX,O,9,0.0000000000,0.0000000000,1.0000000000
OXXX.OOOX,OXXX.OO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXX.OO.X,OXX..OO.X,O,7,0.0000000000,0.0000000000,1.0000000000
OXX.XOOOX,OXX.XOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.XOO.X,OXX..OO.X,O,7,0.0000000000,0.5000000000,0.5000000000
OXX..OOXX,OXX..OO.X,O,7,0.0000000000,0.5000000000,0.5000000000
OXX..OO.X,OXX..O..X,X,6,0.0000000000,0.3333333333,0.6666666667
OXXX.O.OX,OXX..O.OX,O,7,0.0000000000,0.0000000000,1.0000000000
OXX.XO.OX,OXX..O.OX,O,7,0.5000000000,0.0000000000,0.5000000000
OXX..OXOX,OXX..O.OX,O,7,0.5000000000,0.0000000000,0.5000000000
OXX..O.OX,OXX..O..X,X,6,0.3333333333,0.0000000000,0.6666666667
OXX..O..X,OX...O..X,O,5,0.1666666667,0.3333333333,0.5000000000
OX.XXOOOX,OX.XXOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XXOO.X,OX.X.OO.X,O,7,0.5000000000,0.0000000000,0.5000000000
OX.X.OOXX,OX.X.OO.X,O,7,0.5000000000,0.0000000000,0.5000000000
OX.X.OO.X,OX.X.O..X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XXO.OX,OX.X.O.OX,O,7,0.0000000000,0.0000000000,1.0000000000
OX.X.OXOX,OX.X.O.OX,O,7,0.0000000000,0.0000000000,1.0000000000
OX.X.O.OX,OX.X.O..X,X,6,0.0000000000,0.0000000000,1.0000000000
OX.X.O..X,OX...O..X,O,5,0.3333333333,0.0000000000,0.6666666667
OX..XOOXX,OX..XOO.X,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XOO.X,OX..XO..X,X,6,0.5000000000,0.1666666667,0.3333333333
OX..XOXOX,OX..XO.OX,O,7,0.5000000000,0.0000000000,0.5000000000
OX..XO.OX,OX..XO..X,X,6,0.3333333333,0.0000000000,0.6666666667
OX..XO..X,OX...O..X,O,5,0.5833333333,0.0833333333,0.3333333333
OX...OXOX,OX...OX.X,X,6,0.3333333333,0.0000000000,0.6666666667
OX...OX.X,OX...O..X,O,5,0.5833333333,0.0833333333,0.3333333333
OX...OOXX,OX...O.XX,X,6,0.5000000000,0.1666666667,0.3333333333
OX...O.XX,OX...O..X,O,5,0.6666666667,0.1666666667,0.1666666667
OX...O..X,OX......X,X,4,0.4666666667,0.1333333333,0.4000000000
OXXX..OOX,OXX...OOX,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.X.OOX,OXX...OOX,O,7,0.0000000000,0.5000000000,0.5000000000
OXX..XOOX,OXX...OOX,O,7,1.0000000000,0.0000000000,0.0000000000
OXX...OOX,OXX...O.X,X,6,0.5000000000,0.1666666667,0.3333333333
OXX...O.X,OX....O.X,O,5,0.2500000000,0.4166666667,0.3333333333
OX.XX.OOX,OX.X..OOX,O,7,0.5000000000,0.0000000000,0.5000000000
OX.X.XOOX,OX.X..OOX,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X..OOX,OX.X..O.X,X,6,0.6666666667,0.0000000000,0.3333333333
OX.X..O.X,OX....O.X,O,5,0.5000000000,0.1666666667,0.3333333333
OX..XXOOX,OX..X.OOX,O,7,0.5000000000,0.5000000000,0.0000000000
OX..X.OOX,OX..X.O.X,X,6,0.3333333333,0.3333333333,0.3333333333
OX..X.O.X,OX....O.X,O,5,0.4166666667,0.4166666667,0.1666666667
OX...XOOX,OX...XO.X,X,6,0.8333333333,0.1666666667,0.0000000000
OX...XO.X,OX....O.X,O,5,0.4166666667,0.5833333333,0.0000000000
OX....OXX,OX....O.X,O,5,0.2500000000,0.5833333333,0.1666666667
OX....O.X,OX......X,X,4,0.3666666667,0.4333333333,0.2000000000
OXX....OX,OX.....OX,O,5,0.5833333333,0.0833333333,0.3333333333
OX.X...OX,OX.....OX,O,5,0.3333333333,0.0000000000,0.6666666667
OX..X..OX,OX.....OX,O,5,0.3333333333,0.1666666667,0.5000000000
OX...X.OX,OX.....OX,O,5,0.5833333333,0.0833333333,0.3333333333
OX....XOX,OX.....OX,O,5,0.3333333333,0.0000000000,0.6666666667
OX.....OX,OX......X,X,4,0.4333333333,0.0666666667,0.5000000000
OX......X,O.......X,O,3,0.4611111111,0.2388888889,0.3000000000
OOXXOX..X,OOXXO...X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXOOXXX,OOXXOOX.X,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOOX.X,OOXXO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XOX,OOXXO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.X.X,OOXXO...X,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOO.XX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXOXOXX,OOXXO.OXX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXO.OXX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO..XX,OOXXO...X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXO...X,OOXX....X,X,6,0.8333333333,0.1666666667,0.0000000000
OOXXXOOXX,OOXXXOO.X,O,9,0.0000000000,0.0000000000,1.0000000000
OOXXXOO.X,OOXXXO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXOX,OOXXXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.OX,OOXXXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO..X,OOXX.O..X,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX.OXOX,OOXX.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OX.X,OOXX.O..X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OOXX,OOXX.O.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OOXX.O.XX,OOXX.O..X,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX.O..X,OOXX....X,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXXOOX,OOXXX.OOX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OOX,OOXXX.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.O.X,OOXX..O.X,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX.XO.X,OOXX..O.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX..OXX,OOXX..O.X,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX..O.X,OOXX....X,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXX..OX,OOXX...OX,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.X.OX,OOXX...OX,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX..XOX,OOXX...OX,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX...OX,OOXX....X,X,6,0.8333333333,0.1666666667,0.0000000000
OOXX....X,OOX.....X,O,5,0.7500000000,0.0833333333,0.1666666667
OOXOXX..X,OOXOX...X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOX.X.X,OOXOX...X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXOXXX,OOXOXO.XX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOXO.XX,OOXOX..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXOX.OXX,OOXOX..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OOXOX..XX,OOXOX...X,O,7,0.5000000000,0.5000000000,0.0000000000
OOXOX...X,OOX.X...X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XOX.X,OOX.XO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XOOXX,OOX.XO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OOX.XO.XX,OOX.XO..X,O,7,0.5000000000,0.0000000000,0.5000000000
OOX.XO..X,OOX.X...X,X,6,0.6666666667,0.0000000000,0.3333333333
OOX.XXO.X,OOX.X.O.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.X.OXX,OOX.X.O.X,O,7,0.0000000000,0.5000000000,0.5000000000
OOX.X.O.X,OOX.X...X,X,6,0.5000000000,0.1666666667,0.3333333333
OOX.XX.OX,OOX.X..OX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.X.XOX,OOX.X..OX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.X..OX,OOX.X...X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.X...X,OOX.....X,O,5,0.7500000000,0.0833333333,0.1666666667
OOX..X..X,OOX.....X,O,5,1.0000000000,0.0000000000,0.0000000000
OOXO.XX.X,OOXO..X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO..XXX,OOXO..X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO..X.X,OOX...X.X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.OXX.X,OOX.O.X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.O.XXX,OOX.O.X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.O.X.X,OOX...X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX..OXXX,OOX..OX.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..OX.X,OOX...X.X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX..XXOX,OOX...XOX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX...XOX,OOX...X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX...X.X,OOX.....X,O,5,0.9166666667,0.0833333333,0.0000000000
OOXO.X.XX,OOXO...XX,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO...XX,OOX....XX,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.OX.XX,OOX.O..XX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.O..XX,OOX....XX,X,6,1.0000000000,0.0000000000,0.0000000000
OOX..O.XX,OOX....XX,X,6,0.6666666667,0.0000000000,0.3333333333
OOX..XOXX,OOX...OXX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX...OXX,OOX....XX,X,6,0.5000000000,0.1666666667,0.3333333333
OOX....XX,OOX.....X,O,5,0.7500000000,0.0833333333,0.1666666667
OOX.....X,O.X.....X,X,4,0.8333333333,0.0666666667,0.1000000000
O.XOXOX.X,O.XOXO..X,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXOOXX,O.XOXO.XX,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOXO.XX,O.XOXO..X,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOXO..X,O.XOX...X,X,6,0.6666666667,0.3333333333,0.0000000000
O.XOX.O.X,O.XOX...X,X,6,0.0000000000,1.0000000000,0.0000000000
O.XOXX.OX,O.XOX..OX,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOX.XOX,O.XOX..OX,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOX..OX,O.XOX...X,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOX...X,O.XO....X,O,5,0.5833333333,0.4166666667,0.0000000000
O.XO.X..X,O.XO....X,O,5,1.0000000000,0.0000000000,0.0000000000
O.XOOXX.X,O.XOO.X.X,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOO.XXX,O.XOO.X.X,O,7,1.0000000000,0.0000000000,0.0000000000
