state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OXOOXX.X.,OXOOXX...,O,7,1.0000000000,0.0000000000,0.0000000000
OXOOXXO.X,OXOOXX..X,X,8,0.0000000000,1.0000000000,0.0000000000
OXOOXX.OX,OXOOXX..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXOOXX..X,OXOOXX...,O,7,0.0000000000,0.5000000000,0.5000000000
OXOOXX...,OXO.XX...,X,6,0.5000000000,0.1666666667,0.3333333333
OXO.XXOX.,OXO.XXO..,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.XXOOX,OXO.XXO.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXO.XXO.X,OXO.XXO..,O,7,0.5000000000,0.5000000000,0.0000000000
OXO.XXO..,OXO.XX...,X,6,0.8333333333,0.1666666667,0.0000000000
OXO.XXXOO,OXO.XXXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OXO.XXXO.,OXO.XX.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXO.XX.OX,OXO.XX.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXO.XX.O.,OXO.XX...,X,6,0.6666666667,0.0000000000,0.3333333333
OXO.XXX.O,OXO.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.XX.XO,OXO.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.XX..O,OXO.XX...,X,6,1.0000000000,0.0000000000,0.0000000000
OXO.XX...,OXO.X....,O,5,0.7500000000,0.0833333333,0.1666666667
OXOOX.XX.,OXOOX.X..,O,7,1.0000000000,0.0000000000,0.0000000000
OXOOXOXXX,OXOOXOX.X,O,9,1.0000000000,0.0000000000,0.0000000000
OXOOXOX.X,OXOOX.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXOOX.XOX,OXOOX.X.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXOOX.X.X,OXOOX.X..,O,7,0.5000000000,0.0000000000,0.5000000000
OXOOX.X..,OXO.X.X..,X,6,0.6666666667,0.0000000000,0.3333333333
OXO.XOXX.,OXO.XOX..,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.XOXOX,OXO.XOX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXO.XOX.X,OXO.XOX..,O,7,0.5000000000,0.0000000000,0.5000000000
OXO.XOX..,OXO.X.X..,X,6,0.5000000000,0.1666666667,0.3333333333
OXO.X.XOX,OXO.X.XO.,O,7,0.0000000000,0.0000000000,1.0000000000
OXO.X.XO.,OXO.X.X..,X,6,0.3333333333,0.0000000000,0.6666666667
OXO.X.XXO,OXO.X.X.O,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.X.X.O,OXO.X.X..,X,6,0.8333333333,0.1666666667,0.0000000000
OXO.X.X..,OXO.X....,O,5,0.5833333333,0.0833333333,0.3333333333
OXO.X..X.,OXO.X....,O,5,1.0000000000,0.0000000000,0.0000000000
OXOOX..XX,OXOOX...X,O,7,1.0000000000,0.0000000000,0.0000000000
OXOOX...X,OXO.X...X,X,6,0.5000000000,0.1666666667,0.3333333333
OXO.XO.XX,OXO.XO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.XO..X,OXO.X...X,X,6,0.6666666667,0.0000000000,0.3333333333
OXO.X.OXX,OXO.X.O.X,O,7,1.0000000000,0.0000000000,0.0000000000
OXO.X.O.X,OXO.X...X,X,6,0.8333333333,0.1666666667,0.0000000000
OXO.X..OX,OXO.X...X,X,6,0.3333333333,0.0000000000,0.6666666667
OXO.X...X,OXO.X....,O,5,0.5833333333,0.0833333333,0.3333333333
OXO.X....,OX..X....,X,4,0.7333333333,0.0666666667,0.2000000000
OXXOXOX..,OXXOXO...,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOXO.X.,OXXOXO...,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOXOO.X,OXXOXO..X,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOXOXOX,OXXOXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OXXOXO.OX,OXXOXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXOXO..X,OXXOXO...,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOXO...,OXXOX....,X,6,0.8333333333,0.1666666667,0.0000000000
OXXOX.O..,OXXOX....,X,6,0.0000000000,1.0000000000,0.0000000000
OXXOXXOO.,OXXOXX.O.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOXXXOO,OXXOXX.OO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXOXX.OO,OXXOXX.O.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXOXX.O.,OXXOX..O.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOX.XO.,OXXOX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOX.OOX,OXXOX..OX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOX..OX,OXXOX..O.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOX..O.,OXXOX....,X,6,0.6666666667,0.3333333333,0.0000000000
OXXOXXO.O,OXXOXX..O,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOXX..O,OXXOX...O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOX.X.O,OXXOX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOX..XO,OXXOX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OXXOX...O,OXXOX....,X,6,0.8333333333,0.1666666667,0.0000000000
OXXOX....,OX.OX....,O,5,0.5833333333,0.4166666667,0.0000000000
OX.OXXO..,OX.OXX...,X,6,0.0000000000,1.0000000000,0.0000000000
OX.OXXXOO,OX.OXXXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OX.OXXXO.,OX.OXX.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.OXXOOX,OX.OXX.OX,X,8,0.0000000000,1.0000000000,0.0000000000
OX.OXX.OX,OX.OXX.O.,O,7,0.0000000000,0.5000000000,0.5000000000
OX.OXX.O.,OX.OXX...,X,6,0.3333333333,0.3333333333,0.3333333333
OX.OXXX.O,OX.OXX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXX.XO,OX.OXX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXX..O,OX.OXX...,X,6,0.8333333333,0.1666666667,0.0000000000
OX.OXX...,OX.OX....,O,5,0.4166666667,0.4166666667,0.1666666667
OX.OXOXX.,OX.OXOX..,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXOXOX,OX.OXOX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OX.OXOX.X,OX.OXOX..,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXOX..,OX.OX.X..,X,6,1.0000000000,0.0000000000,0.0000000000
OX.OX.XOX,OX.OX.XO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.OX.XO.,OX.OX.X..,X,6,0.6666666667,0.0000000000,0.3333333333
OX.OX.XXO,OX.OX.X.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OX.X.O,OX.OX.X..,X,6,1.0000000000,0.0000000000,0.0000000000
OX.OX.X..,OX.OX....,O,5,0.8333333333,0.0000000000,0.1666666667
OX.OX..X.,OX.OX....,O,5,1.0000000000,0.0000000000,0.0000000000
OX.OXO.XX,OX.OXO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OX.OXO..X,OX.OX...X,X,6,0.8333333333,0.1666666667,0.0000000000
OX.OX.O.X,OX.OX...X,X,6,0.0000000000,1.0000000000,0.0000000000
OX.OX..OX,OX.OX...X,X,6,0.3333333333,0.3333333333,0.3333333333
OX.OX...X,OX.OX....,O,5,0.4166666667,0.4166666667,0.1666666667
OX.OX....,OX..X....,X,4,0.6500000000,0.2500000000,0.1000000000
OXXXXOOOX,OXXXXOOO.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXXOOO.,OXXXXOO..,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXXOOXO,OXXXXOO.O,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXOO.O,OXXXXOO..,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXOO..,OXX.XOO..,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.XOOX.,OXX.XOO..,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XOOOX,OXX.XOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.XOO.X,OXX.XOO..,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.XOO..,OXX.XO...,X,6,0.5000000000,0.1666666667,0.3333333333
OXXXXOXOO,OXXXXO.OO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXO.OO,OXXXXO.O.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXO.O.,OXX.XO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.XOXO.,OXX.XO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO.OX,OXX.XO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.XO.O.,OXX.XO...,X,6,0.6666666667,0.0000000000,0.3333333333
OXXXXO..O,OXX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XOX.O,OXX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO.XO,OXX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO..O,OXX.XO...,X,6,1.0000000000,0.0000000000,0.0000000000
OXX.XO...,OX..XO...,O,5,0.7500000000,0.0833333333,0.1666666667
OX.XXOOX.,OX.XXOO..,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XXOOOX,OX.XXOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XXOO.X,OX.XXOO..,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XXOO..,OX.XXO...,X,6,0.6666666667,0.0000000000,0.3333333333
OX.XXOXOO,OX.XXOXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OX.XXOXO.,OX.XXO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XXO.OX,OX.XXO.O.,O,7,0.0000000000,0.0000000000,1.0000000000
OX.XXO.O.,OX.XXO...,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XXOX.O,OX.XXO..O,O,7,0.5000000000,0.5000000000,0.0000000000
OX.XXO.XO,OX.XXO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XXO..O,OX.XXO...,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XXO...,OX..XO...,O,5,0.5833333333,0.0833333333,0.3333333333
OX..XOXOX,OX..XOXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX..XOXO.,OX..XOX..,X,6,0.6666666667,0.0000000000,0.3333333333
OX..XOXXO,OX..XOX.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XOX.O,OX..XOX..,X,6,0.8333333333,0.1666666667,0.0000000000
OX..XOX..,OX..XO...,O,5,0.7500000000,0.0833333333,0.1666666667
OX..XO.X.,OX..XO...,O,5,1.0000000000,0.0000000000,0.0000000000
OX..XOOXX,OX..XOO.X,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XOO.X,OX..XO..X,X,6,0.5000000000,0.1666666667,0.3333333333
OX..XO.OX,OX..XO..X,X,6,0.3333333333,0.0000000000,0.6666666667
OX..XO..X,OX..XO...,O,5,0.5833333333,0.0833333333,0.3333333333
OX..XO...,OX..X....,X,4,0.7333333333,0.0666666667,0.2000000000
OXXXX.OOO,OXXXX.OO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXX.OO.,OXX.X.OO.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.XXOOO,OXX.XXOO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXX.XXOO.,OXX.X.OO.,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.X.OOX,OXX.X.OO.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.X.OO.,OXX.X.O..,X,6,0.0000000000,0.6666666667,0.3333333333
OXXXX.O.O,OXX.X.O.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.XXO.O,OXX.X.O.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.X.OXO,OXX.X.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.X.O.O,OXX.X.O..,X,6,0.5000000000,0.5000000000,0.0000000000
OXX.X.O..,OX..X.O..,O,5,0.2500000000,0.5833333333,0.1666666667
OX.XXXOO.,OX.XX.OO.,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.OOX,OX.XX.OO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XX.OO.,OX.XX.O..,X,6,0.5000000000,0.1666666667,0.3333333333
OX.XXXO.O,OX.XX.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.OXO,OX.XX.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.O.O,OX.XX.O..,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XX.O..,OX..X.O..,O,5,0.7500000000,0.0833333333,0.1666666667
OX..XXOOX,OX..XXOO.,O,7,0.5000000000,0.5000000000,0.0000000000
OX..XXOO.,OX..XXO..,X,6,0.5000000000,0.5000000000,0.0000000000
OX..XXOXO,OX..XXO.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XXO.O,OX..XXO..,X,6,0.6666666667,0.3333333333,0.0000000000
OX..XXO..,OX..X.O..,O,5,0.5000000000,0.5000000000,0.0000000000
OX..X.OX.,OX..X.O..,O,5,1.0000000000,0.0000000000,0.0000000000
OX..X.OOX,OX..X.O.X,X,6,0.3333333333,0.3333333333,0.3333333333
OX..X.O.X,OX..X.O..,O,5,0.4166666667,0.4166666667,0.1666666667
OX..X.O..,OX..X....,X,4,0.5833333333,0.3166666667,0.1000000000
OXXXX..OO,OXX.X..OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.XX.OO,OXX.X..OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.X.XOO,OXX.X..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.X..OO,OXX.X..O.,X,6,0.6666666667,0.3333333333,0.0000000000
OXX.X..O.,OX..X..O.,O,5,0.5000000000,0.3333333333,0.1666666667
OX.XXX.OO,OX.XX..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.XOO,OX.XX..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX..OO,OX.XX..O.,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XX..O.,OX..X..O.,O,5,0.5833333333,0.0833333333,0.3333333333
OX..XXXOO,OX..XX.OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XX.OO,OX..XX.O.,X,6,0.8333333333,0.1666666667,0.0000000000
OX..XX.O.,OX..X..O.,O,5,0.5833333333,0.2500000000,0.1666666667
OX..X.XOO,OX..X.XO.,X,6,1.0000000000,0.0000000000,0.0000000000
OX..X.XO.,OX..X..O.,O,5,0.6666666667,0.0000000000,0.3333333333
OX..X..OX,OX..X..O.,O,5,0.3333333333,0.1666666667,0.5000000000
OX..X..O.,OX..X....,X,4,0.5333333333,0.1666666667,0.3000000000
OXX.X...O,OX..X...O,O,5,0.7500000000,0.2500000000,0.0000000000
OX.XX...O,OX..X...O,O,5,0.8333333333,0.1666666667,0.0000000000
OX..XX..O,OX..X...O,O,5,0.8333333333,0.1666666667,0.0000000000
OX..X.X.O,OX..X...O,O,5,0.9166666667,0.0833333333,0.0000000000
OX..X..XO,OX..X...O,O,5,1.0000000000,0.0000000000,0.0000000000
OX..X...O,OX..X....,X,4,0.8666666667,0.1333333333,0.0000000000
OX..X....,O...X....,O,3,0.6833333333,0.1666666667,0.1500000000
OOXXXOX..,OOXXXO...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXOOXX,OOXXXOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
OOXXXOOX.,OOXXXO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXXO,OOXXXO.XO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.XO,OOXXXO.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO.X.,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXOO.X,OOXXXO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXOX,OOXXXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.OX,OOXXXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO..X,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXO...,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXXO..,OOXXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXOXO,OOXXX.OXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OXO,OOXXX.OX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.OX.,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXXOOX,OOXXX.OOX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OOX,OOXXX.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.O.X,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXX.O..,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXX.O.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.XO.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..OX,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..O.,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXX..O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.X.O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..XO,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX...O,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXX....,OOX.X....,O,5,0.8333333333,0.0000000000,0.1666666667
OOXOXXX..,OOXOXX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXXOX.,OOXOXX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXOXXXXO,OOXOXX.XO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOXX.XO,OOXOXX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXOXX.X.,OOXOXX...,O,7,0.5000000000,0.5000000000,0.0000000000
OOXOXX..X,OOXOXX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXX...,OOX.XX...,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XXOXO,OOX.XXOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOX.XXOX.,OOX.XXO..,O,7,0.5000000000,0.5000000000,0.0000000000
OOX.XXO.X,OOX.XXO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XXO..,OOX.XX...,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XXXO.,OOX.XX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.OX,OOX.XX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.O.,OOX.XX...,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.XXX.O,OOX.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.XO,OOX.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX..O,OOX.XX...,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.XX...,OOX.X....,O,5,0.9166666667,0.0833333333,0.0000000000
OOX.X.X..,OOX.X....,O,5,1.0000000000,0.0000000000,0.0000000000
OOXOX.XX.,OOXOX..X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXOXXX,OOXOXO.XX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOXO.XX,OOXOX..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXOX.OXX,OOXOX..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OOXOX..XX,OOXOX..X.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXOX..X.,OOX.X..X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOX.XOXX.,OOX.XO.X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XOOXX,OOX.XO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OOX.XO.XX,OOX.XO.X.,O,7,0.5000000000,0.0000000000,0.5000000000
OOX.XO.X.,OOX.X..X.,X,6,0.6666666667,0.0000000000,0.3333333333
OOX.X.OXX,OOX.X.OX.,O,7,0.0000000000,0.5000000000,0.5000000000
OOX.X.OX.,OOX.X..X.,X,6,0.3333333333,0.3333333333,0.3333333333
OOX.X.XXO,OOX.X..XO,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.X..XO,OOX.X..X.,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.X..X.,OOX.X....,O,5,0.6666666667,0.1666666667,0.1666666667
OOXOX.X.X,OOXOX...X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOX...X,OOX.X...X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XOX.X,OOX.XO..X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XO..X,OOX.X...X,X,6,0.6666666667,0.0000000000,0.3333333333
OOX.X.O.X,OOX.X...X,X,6,0.5000000000,0.1666666667,0.3333333333
OOX.X.XOX,OOX.X..OX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.X..OX,OOX.X...X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.X...X,OOX.X....,O,5,0.7500000000,0.0833333333,0.1666666667
OOX.X....,O.X.X....,X,4,0.8333333333,0.0666666667,0.1000000000
O.XOXXO..,O.XOXX...,X,6,0.0000000000,1.0000000000,0.0000000000
O.XOXXXO.,O.XOXX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXX.OX,O.XOXX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXX.O.,O.XOXX...,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOXXX.O,O.XOXX..O,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXXOXO,O.XOXX.XO,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOXX.XO,O.XOXX..O,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOXX..O,O.XOXX...,X,6,0.6666666667,0.3333333333,0.0000000000
O.XOXX...,O.XOX....,O,5,0.5833333333,0.4166666667,0.0000000000
O.XOX.X..,O.XOX....,O,5,1.0000000000,0.0000000000,0.0000000000
O.XOXOXX.,O.XOXO.X.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXOOXX,O.XOXO.XX,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOXO.XX,O.XOXO.X.,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOXO.X.,O.XOX..X.,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOX.OX.,O.XOX..X.,X,6,0.0000000000,1.0000000000,0.0000000000
O.XOX.XXO,O.XOX..XO,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOX..XO,O.XOX..X.,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOX..X.,O.XOX....,O,5,0.5833333333,0.4166666667,0.0000000000
O.XOXOX.X,O.XOXO..X,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXO..X,O.XOX...X,X,6,0.6666666667,0.3333333333,0.0000000000
O.XOX.O.X,O.XOX...X,X,6,0.0000000000,1.0000000000,0.0000000000
O.XOX.XOX,O.XOX..OX,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOX..OX,O.XOX...X,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOX...X,O.XOX....,O,5,0.5833333333,0.4166666667,0.0000000000
O.XOX....,O.X.X....,X,4,0.6666666667,0.3333333333,0.0000000000
O.XXXOOXO,O.XXXOOX.,X,8,1.0000000000,0.0000000000,0.0000000000
O.XXXOOX.,O.XXXOO..,O,7,0.5000000000,0.0000000000,0.5000000000
O.XXXOOOX,O.XXXOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
O.XXXOO.X,O.XXXOO..,O,7,0.0000000000,0.0000000000,1.0000000000
O.XXXOO..,O.XXXO...,X,6,0.3333333333,0.0000000000,0.6666666667
O.XXXOXO.,O.XXXO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XXXO.OX,O.XXXO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
O.XXXO.O.,O.XXXO...,X,6,0.6666666667,0.0000000000,0.3333333333
O.XXXOX.O,O.XXXO..O,O,7,1.0000000000,0.0000000000,0.0000000000
O.XXXO.XO,O.XXXO..O,O,7,1.0000000000,0.0000000000,0.0000000000
O.XXXO..O,O.XXXO...,X,6,1.0000000000,0.0000000000,0.0000000000
O.XXXO...,O.X.XO...,O,5,0.6666666667,0.0000000000,0.3333333333
