state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OXXX.XO.O,OXX..XO.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.XXO.O,OXX..XO.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX..XOXO,OXX..XO.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX..XO.O,OXX..XO..,X,6,0.0000000000,1.0000000000,0.0000000000
OXX..XO..,OX...XO..,O,5,0.2500000000,0.7500000000,0.0000000000
OX.XXXOO.,OX.X.XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XOOX,OX.X.XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XOO.,OX.X.XO..,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XXXO.O,OX.X.XO.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XOXO,OX.X.XO.O,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X.XO.O,OX.X.XO..,X,6,0.5000000000,0.5000000000,0.0000000000
OX.X.XO..,OX...XO..,O,5,0.5833333333,0.4166666667,0.0000000000
OX..XXOOX,OX..XXOO.,O,7,0.5000000000,0.5000000000,0.0000000000
OX..XXOO.,OX..XXO..,X,6,0.5000000000,0.5000000000,0.0000000000
OX..XXOXO,OX..XXO.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XXO.O,OX..XXO..,X,6,0.6666666667,0.3333333333,0.0000000000
OX..XXO..,OX...XO..,O,5,0.5000000000,0.5000000000,0.0000000000
OX...XOXO,OX...XOX.,X,6,0.5000000000,0.5000000000,0.0000000000
OX...XOX.,OX...XO..,O,5,0.2500000000,0.7500000000,0.0000000000
OX...XOOX,OX...XO.X,X,6,0.8333333333,0.1666666667,0.0000000000
OX...XO.X,OX...XO..,O,5,0.4166666667,0.5833333333,0.0000000000
OX...XO..,OX...X...,X,4,0.4000000000,0.6000000000,0.0000000000
OXXX.X.OO,OXX..X.OO,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.XX.OO,OXX..X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX..XXOO,OXX..X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX..X.OO,OXX..X.O.,X,6,0.3333333333,0.6666666667,0.0000000000
OXX..X.O.,OX...X.O.,O,5,0.5833333333,0.4166666667,0.0000000000
OX.XXX.OO,OX.X.X.OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XXOO,OX.X.X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X.X.OO,OX.X.X.O.,X,6,0.5000000000,0.5000000000,0.0000000000
OX.X.X.O.,OX...X.O.,O,5,0.5833333333,0.2500000000,0.1666666667
OX..XXXOO,OX..XX.OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XX.OO,OX..XX.O.,X,6,0.8333333333,0.1666666667,0.0000000000
OX..XX.O.,OX...X.O.,O,5,0.5833333333,0.2500000000,0.1666666667
OX...XXOO,OX...XXO.,X,6,0.6666666667,0.3333333333,0.0000000000
OX...XXO.,OX...X.O.,O,5,0.5000000000,0.1666666667,0.3333333333
OX...X.OX,OX...X.O.,O,5,0.5833333333,0.0833333333,0.3333333333
OX...X.O.,OX...X...,X,4,0.5666666667,0.2333333333,0.2000000000
OXX..X..O,OX...X..O,O,5,0.1666666667,0.8333333333,0.0000000000
OX.X.X..O,OX...X..O,O,5,0.4166666667,0.5833333333,0.0000000000
OX..XX..O,OX...X..O,O,5,0.8333333333,0.1666666667,0.0000000000
OX...XX.O,OX...X..O,O,5,0.5000000000,0.5000000000,0.0000000000
OX...X.XO,OX...X..O,O,5,0.4166666667,0.5833333333,0.0000000000
OX...X..O,OX...X...,X,4,0.4666666667,0.5333333333,0.0000000000
OX...X...,O....X...,O,3,0.4611111111,0.4388888889,0.1000000000
OOXXOXXO.,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX.O,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX..,OOXXOX...,O,7,0.0000000000,1.0000000000,0.0000000000
OOXXOXOXX,OOXXOXOX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOXOX.,OOXXOX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXOX.XO,OOXXOX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOX.X.,OOXXOX...,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOX..X,OOXXOX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXOX...,OOXX.X...,X,6,0.5000000000,0.5000000000,0.0000000000
OOXXXXO..,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXOXO,OOXX.XOXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.XOXO,OOXX.XOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XOX.,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO.X,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO..,OOXX.X...,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXX.O.,OOXX.X.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXXOO,OOXX.XXOO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.XXOO,OOXX.XXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XXO.,OOXX.X.O.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.OX,OOXX.X.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.X.O.,OOXX.X...,X,6,0.8333333333,0.1666666667,0.0000000000
OOXXXX..O,OOXX.X..O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XX.O,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.XO,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X..O,OOXX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX.X...,OOX..X...,O,5,0.7500000000,0.2500000000,0.0000000000
OOXOXXX..,OOXOXX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXXOX.,OOXOXX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXOXXXXO,OOXOXX.XO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOXX.XO,OOXOXX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXOXX.X.,OOXOXX...,O,7,0.5000000000,0.5000000000,0.0000000000
OOXOXX..X,OOXOXX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOXX...,OOX.XX...,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XXOXO,OOX.XXOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOX.XXOX.,OOX.XXO..,O,7,0.5000000000,0.5000000000,0.0000000000
OOX.XXO.X,OOX.XXO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XXO..,OOX.XX...,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XXXO.,OOX.XX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.OX,OOX.XX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.O.,OOX.XX...,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.XXX.O,OOX.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX.XO,OOX.XX..O,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.XX..O,OOX.XX...,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.XX...,OOX..X...,O,5,0.9166666667,0.0833333333,0.0000000000
OOXOOXXXX,OOXOOXXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOOXXX.,OOXO.XXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXO.XXXO,OOXO.XXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXO.XXX.,OOXO.XX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO.XX.X,OOXO.XX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO.XX..,OOX..XX..,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.OXXXO,OOX.OXXX.,X,8,0.0000000000,1.0000000000,0.0000000000
OOX.OXXX.,OOX.OXX..,O,7,0.5000000000,0.5000000000,0.0000000000
OOX.OXX.X,OOX.OXX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.OXX..,OOX..XX..,X,6,0.5000000000,0.5000000000,0.0000000000
OOX..XXOX,OOX..XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..XXO.,OOX..XX..,X,6,0.8333333333,0.1666666667,0.0000000000
OOX..XXXO,OOX..XX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOX..XX.O,OOX..XX..,X,6,0.6666666667,0.3333333333,0.0000000000
OOX..XX..,OOX..X...,O,5,0.7500000000,0.2500000000,0.0000000000
OOXO.X.XX,OOXO.X.X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO.X.X.,OOX..X.X.,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.OX.XX,OOX.OX.X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.OX.X.,OOX..X.X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOX..XOXX,OOX..XOX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..XOX.,OOX..X.X.,X,6,0.8333333333,0.1666666667,0.0000000000
OOX..X.XO,OOX..X.X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOX..X.X.,OOX..X...,O,5,0.7500000000,0.2500000000,0.0000000000
OOX..X..X,OOX..X...,O,5,1.0000000000,0.0000000000,0.0000000000
OOX..X...,O.X..X...,X,4,0.8333333333,0.1666666667,0.0000000000
O.XOXXO..,O.XOXX...,X,6,0.0000000000,1.0000000000,0.0000000000
O.XOXXXO.,O.XOXX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXX.OX,O.XOXX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXX.O.,O.XOXX...,X,6,0.8333333333,0.1666666667,0.0000000000
O.XOXXX.O,O.XOXX..O,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOXXOXO,O.XOXX.XO,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOXX.XO,O.XOXX..O,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOXX..O,O.XOXX...,X,6,0.6666666667,0.3333333333,0.0000000000
O.XOXX...,O.XO.X...,O,5,0.5833333333,0.4166666667,0.0000000000
O.XOOXXXO,O.XOOXXX.,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOOXXX.,O.XOOXX..,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOOXX.X,O.XOOXX..,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOOXX..,O.XO.XX..,X,6,0.6666666667,0.3333333333,0.0000000000
O.XO.XXOX,O.XO.XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XO.XXO.,O.XO.XX..,X,6,1.0000000000,0.0000000000,0.0000000000
O.XO.XXXO,O.XO.XX.O,O,7,0.5000000000,0.5000000000,0.0000000000
O.XO.XX.O,O.XO.XX..,X,6,0.6666666667,0.3333333333,0.0000000000
O.XO.XX..,O.XO.X...,O,5,0.8333333333,0.1666666667,0.0000000000
O.XOOX.XX,O.XOOX.X.,O,7,1.0000000000,0.0000000000,0.0000000000
