state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OX..OOX.X,OX..O.X.X,X,6,0.5000000000,0.1666666667,0.3333333333
OX..O.XOX,OX..O.X.X,X,6,0.3333333333,0.0000000000,0.6666666667
OX..O.X.X,OX..O.X..,O,5,0.5833333333,0.0833333333,0.3333333333
OX..O.X..,OX....X..,X,4,0.3333333333,0.4666666667,0.2000000000
OXXXXOXOO,OXXX.OXOO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXX.OXOO,OXXX.OXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXX.OXO.,OXX..OXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.XOXO.,OXX..OXO.,O,7,1.0000000000,0.0000000000,0.0000000000
OXX..OXOX,OXX..OXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX..OXO.,OXX..OX..,X,6,0.6666666667,0.0000000000,0.3333333333
OXXX.OX.O,OXX..OX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.XOX.O,OXX..OX.O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX..OXXO,OXX..OX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXX..OX.O,OXX..OX..,X,6,0.6666666667,0.3333333333,0.0000000000
OXX..OX..,OX...OX..,O,5,0.5000000000,0.3333333333,0.1666666667
OX.XXOXOO,OX.XXOXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OX.XXOXO.,OX.X.OXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.X.OXOX,OX.X.OXO.,O,7,0.0000000000,0.0000000000,1.0000000000
OX.X.OXO.,OX.X.OX..,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XXOX.O,OX.X.OX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X.OXXO,OX.X.OX.O,O,7,0.0000000000,1.0000000000,0.0000000000
OX.X.OX.O,OX.X.OX..,X,6,0.3333333333,0.6666666667,0.0000000000
OX.X.OX..,OX...OX..,O,5,0.3333333333,0.3333333333,0.3333333333
OX..XOXOX,OX..XOXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX..XOXO.,OX..XOX..,X,6,0.6666666667,0.0000000000,0.3333333333
OX..XOXXO,OX..XOX.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX..XOX.O,OX..XOX..,X,6,0.8333333333,0.1666666667,0.0000000000
OX..XOX..,OX...OX..,O,5,0.7500000000,0.0833333333,0.1666666667
OX...OXXO,OX...OXX.,X,6,0.5000000000,0.5000000000,0.0000000000
OX...OXX.,OX...OX..,O,5,0.6666666667,0.3333333333,0.0000000000
OX...OXOX,OX...OX.X,X,6,0.3333333333,0.0000000000,0.6666666667
OX...OX.X,OX...OX..,O,5,0.5833333333,0.0833333333,0.3333333333
OX...OX..,OX....X..,X,4,0.5666666667,0.2333333333,0.2000000000
OXXX..XOO,OXX...XOO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.X.XOO,OXX...XOO,O,7,1.0000000000,0.0000000000,0.0000000000
OXX..XXOO,OXX...XOO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX...XOO,OXX...XO.,X,6,0.6666666667,0.3333333333,0.0000000000
OXX...XO.,OX....XO.,O,5,0.6666666667,0.1666666667,0.1666666667
OX.XX.XOO,OX.X..XOO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XXOO,OX.X..XOO,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X..XOO,OX.X..XO.,X,6,0.6666666667,0.3333333333,0.0000000000
OX.X..XO.,OX....XO.,O,5,0.3333333333,0.1666666667,0.5000000000
OX..XXXOO,OX..X.XOO,O,7,1.0000000000,0.0000000000,0.0000000000
OX..X.XOO,OX..X.XO.,X,6,1.0000000000,0.0000000000,0.0000000000
OX..X.XO.,OX....XO.,O,5,0.6666666667,0.0000000000,0.3333333333
OX...XXOO,OX...XXO.,X,6,0.6666666667,0.3333333333,0.0000000000
OX...XXO.,OX....XO.,O,5,0.5000000000,0.1666666667,0.3333333333
OX....XOX,OX....XO.,O,5,0.3333333333,0.0000000000,0.6666666667
OX....XO.,OX....X..,X,4,0.5000000000,0.1000000000,0.4000000000
OXX...X.O,OX....X.O,O,5,0.5000000000,0.5000000000,0.0000000000
OX.X..X.O,OX....X.O,O,5,0.3333333333,0.6666666667,0.0000000000
OX..X.X.O,OX....X.O,O,5,0.9166666667,0.0833333333,0.0000000000
OX...XX.O,OX....X.O,O,5,0.5000000000,0.5000000000,0.0000000000
OX....XXO,OX....X.O,O,5,0.4166666667,0.5833333333,0.0000000000
OX....X.O,OX....X..,X,4,0.5333333333,0.4666666667,0.0000000000
OX....X..,O.....X..,O,3,0.5333333333,0.2666666667,0.2000000000
OOXXOXXO.,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX.O,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX..,OOXXO.X..,O,7,0.0000000000,1.0000000000,0.0000000000
OOXXOOXXX,OOXXOOXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOOXX.,OOXXO.XX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XXO,OOXXO.XX.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.XX.,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOOX.X,OOXXO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XOX,OOXXO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.X.X,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXO.X..,OOXX..X..,X,6,0.3333333333,0.6666666667,0.0000000000
OOXXXOX..,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXOXXO,OOXX.OXXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.OXXO,OOXX.OXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OXX.,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXOXOX,OOXX.OXOX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.OXOX,OOXX.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OX.X,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OX..,OOXX..X..,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXX.XO.,OOXX..XO.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXXOO,OOXX.XXOO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.XXOO,OOXX.XXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XXO.,OOXX..XO.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..XOX,OOXX..XO.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..XO.,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXXX.X.O,OOXX..X.O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XX.O,OOXX..X.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..XXO,OOXX..X.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..X.O,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX..X..,OOX...X..,O,5,0.6666666667,0.3333333333,0.0000000000
OOX.X.X..,OOX...X..,O,5,1.0000000000,0.0000000000,0.0000000000
OOXOXXX..,OOXO.XX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXOOXXXX,OOXOOXXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXOOXXX.,OOXO.XXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXOXXXXO,OOXO.XXXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXO.XXXO,OOXO.XXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXO.XXX.,OOXO.XX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO.XX.X,OOXO.XX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO.XX..,OOX..XX..,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.OXXXO,OOX.OXXX.,X,8,0.0000000000,1.0000000000,0.0000000000
OOX.OXXX.,OOX.OXX..,O,7,0.5000000000,0.5000000000,0.0000000000
OOX.OXX.X,OOX.OXX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.OXX..,OOX..XX..,X,6,0.5000000000,0.5000000000,0.0000000000
OOX.XXXO.,OOX..XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..XXOX,OOX..XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..XXO.,OOX..XX..,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XXX.O,OOX..XX.O,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..XXXO,OOX..XX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOX..XX.O,OOX..XX..,X,6,0.6666666667,0.3333333333,0.0000000000
OOX..XX..,OOX...X..,O,5,0.7500000000,0.2500000000,0.0000000000
OOXOX.XX.,OOXO..XX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO..XXX,OOXO..XX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO..XX.,OOX...XX.,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.O.XXX,OOX.O.XX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX.O.XX.,OOX...XX.,X,6,0.6666666667,0.3333333333,0.0000000000
OOX.XOXX.,OOX..OXX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..OXXX,OOX..OXX.,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..OXX.,OOX...XX.,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.X.XXO,OOX...XXO,O,7,1.0000000000,0.0000000000,0.0000000000
OOX...XXO,OOX...XX.,X,6,0.6666666667,0.3333333333,0.0000000000
OOX...XX.,OOX...X..,O,5,0.8333333333,0.1666666667,0.0000000000
OOXOX.X.X,OOXO..X.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOXO..X.X,OOX...X.X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.O.X.X,OOX...X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX.XOX.X,OOX..OX.X,O,7,1.0000000000,0.0000000000,0.0000000000
OOX..OX.X,OOX...X.X,X,6,1.0000000000,0.0000000000,0.0000000000
OOX.X.XOX,OOX...XOX,O,7,1.0000000000,0.0000000000,0.0000000000
OOX...XOX,OOX...X.X,X,6,0.8333333333,0.1666666667,0.0000000000
OOX...X.X,OOX...X..,O,5,0.9166666667,0.0833333333,0.0000000000
OOX...X..,O.X...X..,X,4,0.8333333333,0.1666666667,0.0000000000
O.XOX.X..,O.XO..X..,O,5,1.0000000000,0.0000000000,0.0000000000
O.XOOXXXO,O.XOOXXX.,X,8,0.0000000000,1.0000000000,0.0000000000
O.XOOXXX.,O.XOOXX..,O,7,0.5000000000,0.5000000000,0.0000000000
O.XOOXX.X,O.XOOXX..,O,7,1.0000000000,0.0000000000,0.0000000000
O.XOOXX..,O.XO.XX..,X,6,0.6666666667,0.3333333333,0.0000000000
O.XOXXXO.,O.XO.XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XO.XXOX,O.XO.XXO.,O,7,1.0000000000,0.0000000000,0.0000000000
O.XO.XXO.,O.XO.XX..,X,6,1.0000000000,0.0000000000,0.0000000000
